0.058 0.319 0.765 0.084 0.455 0.088 0.065 0.519 0.193 0.039 0.122 0.516 0.468 0.009 0.184 0.774 0.176 0.450 0.336 0.625 0.483 0.631 0.428 0.151 0.142 0.063 0.660 0.090 0.019 0.773 0.159 0.715 0.069 0.372 0.178 0.664 0.492 0.513 0.609 0.697 0.277 0.482 0.356 0.089 0.668 0.476 0.652 0.165 0.431 0.371 0.582 0.062 0.277 0.388 0.057 0.442 0.588 0.338 0.519 0.485 0.171 0.280 0.797 0.268 0.345 0.067 0.174 0.132 0.745 0.581
0.700 0.789 0.490 0.745 0.429 0.335 0.758 0.722 0.760 0.387 0.619 0.326 0.798 0.736 0.234 0.747 0.148 0.077 0.578 0.235 0.416 0.511 0.032 0.596 0.221 0.346 0.276 0.594 0.597 0.230 0.083 0.239 0.329 0.062 0.123 0.610 0.560 0.781 0.784 0.701 0.298 0.129 0.250 0.371 0.421 0.434 0.288 0.682 0.228 0.371 0.709 0.646 0.238 0.194 0.645 0.008 0.105 0.425 0.429 0.133 0.040 0.163 0.616 0.373 0.783 0.628 0.783 0.028 0.148 0.011
0.346 0.271 0.041 0.437 0.075 0.249 0.198 0.642 0.335 0.208 0.035 0.344 0.502 0.540 0.730 0.647 0.198 0.109 0.607 0.632 0.407 0.665 0.441 0.224 0.135 0.014 0.514 0.718 0.725 0.374 0.532 0.743 0.651 0.482 0.332 0.415 0.137 0.146 0.547 0.794 0.438 0.327 0.282 0.364 0.642 0.362 0.767 0.124 0.252 0.418 0.330 0.681 0.662 0.745 0.490 0.024 0.460 0.440 0.390 0.224 0.568 0.729 0.082 0.535 0.297 0.412 0.717 0.768 0.515 0.156
0.737 0.145 0.307 0.663 0.253 0.217 0.760 0.755 0.254 0.314 0.226 0.105 0.200 0.784 0.063 0.184 0.160 0.064 0.421 0.594 0.671 0.505 0.654 0.004 0.226 0.769 0.056 0.214 0.386 0.214 0.437 0.038 0.189 0.766 0.115 0.724 0.142 0.794 0.540 0.518 0.114 0.044 0.608 0.141 0.152 0.658 0.700 0.039 0.769 0.428 0.306 0.086 0.312 0.790 0.225 0.105 0.116 0.102 0.282 0.732 0.062 0.154 0.751 0.798 0.784 0.197 0.283 0.761 0.388 0.563
0.251 0.017 0.276 0.599 0.626 0.455 0.371 0.431 0.354 0.428 0.666 0.160 0.475 0.746 0.679 0.144 0.771 0.672 0.134 0.213 0.162 0.042 0.783 0.327 0.698 0.092 0.011 0.696 0.635 0.793 0.548 0.420 0.613 0.074 0.432 0.353 0.117 0.480 0.259 0.405 0.299 0.255 0.287 0.481 0.784 0.749 0.690 0.668 0.229 0.781 0.216 0.099 0.401 0.586 0.273 0.516 0.226 0.774 0.362 0.382 0.425 0.700 0.789 0.423 0.353 0.494 0.055 0.340 0.678 0.622
0.047 0.684 0.307 0.785 0.293 0.172 0.439 0.707 0.345 0.694 0.569 0.289 0.240 0.404 0.319 0.298 0.521 0.700 0.468 0.117 0.176 0.297 0.492 0.112 0.065 0.257 0.226 0.024 0.431 0.737 0.427 0.590 0.663 0.670 0.730 0.353 0.546 0.097 0.704 0.303 0.380 0.712 0.229 0.152 0.659 0.479 0.068 0.022 0.281 0.006 0.666 0.147 0.219 0.311 0.409 0.346 0.503 0.528 0.349 0.078 0.783 0.553 0.067 0.353 0.603 0.793 0.053 0.008 0.384 0.338
0.716 0.661 0.265 0.335 0.466 0.707 0.162 0.313 0.071 0.513 0.021 0.748 0.419 0.459 0.068 0.186 0.375 0.686 0.431 0.228 0.786 0.529 0.423 0.162 0.239 0.720 0.106 0.425 0.496 0.284 0.615 0.728 0.686 0.590 0.163 0.048 0.346 0.250 0.155 0.697 0.173 0.658 0.750 0.096 0.731 0.318 0.170 0.149 0.030 0.399 0.307 0.681 0.666 0.046 0.321 0.311 0.142 0.201 0.211 0.555 0.272 0.089 0.176 0.354 0.452 0.196 0.560 0.172 0.537 0.487
0.141 0.601 0.315 0.432 0.478 0.503 0.354 0.045 0.629 0.688 0.392 0.463 0.215 0.719 0.549 0.178 0.654 0.789 0.277 0.796 0.387 0.143 0.574 0.271 0.586 0.467 0.086 0.422 0.681 0.382 0.431 0.691 0.357 0.394 0.466 0.659 0.162 0.075 0.609 0.442 0.242 0.714 0.708 0.433 0.791 0.669 0.598 0.233 0.009 0.543 0.588 0.281 0.383 0.454 0.200 0.558 0.450 0.308 0.088 0.443 0.256 0.580 0.138 0.316 0.157 0.327 0.461 0.086 0.044 0.386
0.161 0.404 0.134 0.081 0.430 0.739 0.695 0.412 0.318 0.053 0.221 0.251 0.753 0.094 0.758 0.381 0.347 0.210 0.770 0.149 0.457 0.409 0.160 0.178 0.788 0.633 0.587 0.722 0.079 0.563 0.600 0.180 0.366 0.780 0.261 0.610 0.132 0.534 0.216 0.407 0.298 0.696 0.596 0.403 0.550 0.342 0.643 0.206 0.435 0.469 0.310 0.037 0.136 0.512 0.169 0.607 0.404 0.763 0.678 0.582 0.298 0.035 0.445 0.597 0.737 0.162 0.127 0.784 0.592 0.388
0.591 0.120 0.435 0.535 0.483 0.129 0.109 0.500 0.707 0.110 0.006 0.066 0.628 0.313 0.365 0.795 0.489 0.211 0.561 0.002 0.225 0.559 0.137 0.026 0.415 0.262 0.777 0.081 0.642 0.311 0.644 0.356 0.534 0.261 0.180 0.362 0.640 0.276 0.184 0.333 0.077 0.253 0.458 0.436 0.478 0.232 0.020 0.021 0.271 0.157 0.455 0.212 0.610 0.481 0.530 0.588 0.417 0.341 0.247 0.050 0.636 0.400 0.080 0.741 0.466 0.499 0.351 0.101 0.800 0.135
0.293 0.799 0.098 0.400 0.384 0.198 0.740 0.331 0.009 0.379 0.004 0.567 0.695 0.725 0.038 0.540 0.244 0.378 0.240 0.244 0.106 0.501 0.071 0.771 0.035 0.771 0.153 0.067 0.596 0.425 0.615 0.407 0.504 0.066 0.539 0.410 0.770 0.005 0.055 0.541 0.741 0.337 0.569 0.448 0.313 0.372 0.481 0.023 0.244 0.590 0.206 0.379 0.205 0.286 0.520 0.595 0.765 0.381 0.162 0.270 0.047 0.192 0.468 0.489 0.193 0.145 0.078 0.143 0.401 0.204
0.707 0.452 0.272 0.345 0.032 0.586 0.601 0.291 0.580 0.218 0.176 0.183 0.157 0.485 0.514 0.582 0.083 0.613 0.383 0.303 0.402 0.346 0.160 0.316 0.517 0.572 0.732 0.156 0.713 0.640 0.570 0.784 0.110 0.621 0.720 0.098 0.476 0.758 0.234 0.684 0.725 0.348 0.116 0.172 0.664 0.338 0.253 0.354 0.743 0.203 0.015 0.759 0.254 0.308 0.781 0.226 0.069 0.710 0.195 0.177 0.750 0.183 0.721 0.266 0.243 0.173 0.434 0.448 0.319 0.406
